Question_ID,Question_Text,Clean_Text,Predicted_Subject
2020_2_English_Q13,"A spherical bubble inside water has radius $R$. Take the pressure inside the bubble and the water pressure to be $p_0$. The bubble now gets compressed radially in an adiabatic manner so that its radius becomes $(R - a)$. For $a \ll R$ the magnitude of the work done in the process is given by $(4\pi p_0 R a^2) X$, where $X$ is a constant and $\gamma = C_p/C_v = 41/30$. The value of $X$ is __________",A spherical bubble inside water has radius R Take the pressure inside the bubble and the water pressure to be p_0 The bubble now gets compressed radially in an adiabatic manner so that its radius becomes R a For a ll R the magnitude of the work done in the process is given by pi p_0 R a X where X is a constant and gamma C_p C_v The value of X is __________,physics
2020_2_English_Q14,"In the balanced condition, the values of the resistances of the four arms of a Wheatstone bridge are shown in the figure below. The resistance $R_3$ has temperature coefficient 0.0004 °C$^{-1}$. If the temperature of $R_3$ is increased by 100 °C, the voltage developed between S and T will be __________ volt.",In the balanced condition the values of the resistances of the four arms of a Wheatstone bridge are shown in the figure below The resistance R_3 has temperature coefficient C If the temperature of R_3 is increased by C the voltage developed between S and T will be __________ volt,physics
2020_2_English_Q15,Two capacitors with capacitance values $C_1 = 2000 \pm 10$ pF and $C_2 = 3000 \pm 15$ pF are connected in series. The voltage applied across this combination is $V = 5.00 \pm 0.02$ V. The percentage error in the calculation of the energy stored in this combination of capacitors is __________,Two capacitors with capacitance values C_1 pm pF and C_2 pm pF are connected in series The voltage applied across this combination is V pm V The percentage error in the calculation of the energy stored in this combination of capacitors is __________,physics
2020_2_English_Q16,"A cubical solid aluminium (bulk modulus = $-V \frac{dP}{dV} = 70$ GPa) block has an edge length of 1 m on the surface of the earth. It is kept on the floor of a 5 km deep ocean. Taking the average density of water and the acceleration due to gravity to be 10$^3$ kg m$^{-3}$ and 10 ms$^{-2}$, respectively, the change in the edge length of the block in mm is __________",A cubical solid aluminium bulk modulus V frac dP dV GPa block has an edge length of m on the surface of the earth It is kept on the floor of a km deep ocean Taking the average density of water and the acceleration due to gravity to be kg m and ms respectively the change in the edge length of the block in mm is __________,physics
2020_2_English_Q17,"The inductors of two LR circuits are placed next to each other, as shown in the figure. The values of the self-inductance of the inductors, resistances, mutual-inductance and applied voltages are specified in the given circuit. After both the switches are closed simultaneously, the total work done by the batteries against the induced EMF in the inductors by the time the currents reach their steady state values is __________ mJ.",The inductors of two LR circuits are placed next to each other as shown in the figure The values of the self inductance of the inductors resistances mutual inductance and applied voltages are specified in the given circuit After both the switches are closed simultaneously the total work done by the batteries against the induced EMF in the inductors by the time the currents reach their steady state values is __________ mJ,physics
2020_2_English_Q18,"A container with 1 kg of water in it is kept in sunlight, which causes the water to get warmer than the surroundings. The average energy per unit time per unit area received due to the sunlight is 700 Wm$^{-2}$ and it is absorbed by the water over an effective area of 0.05 m$^2$. Assuming that the heat loss from the water to the surroundings is governed by Newton's law of cooling, the difference (in °C) in the temperature of water and the surroundings after a long time will be __________ (Ignore effect of the container, and take constant for Newton's law of cooling = 0.001 s$^{-1}$, Heat capacity of water = 4200 J kg$^{-1}$ K$^{-1}$)",A container with kg of water in it is kept in sunlight which causes the water to get warmer than the surroundings The average energy per unit time per unit area received due to the sunlight is Wm and it is absorbed by the water over an effective area of m Assuming that the heat loss from the water to the surroundings is governed by Newton s law of cooling the difference in C in the temperature of water and the surroundings after a long time will be __________ Ignore effect of the container and take constant for Newton s law of cooling s Heat capacity of water J kg K,physics
2020_2_English_Q19,"The 1st, 2nd, and the 3rd ionization enthalpies, $I_1, I_2$, and $I_3$, of four atoms with atomic numbers $n, n+1, n+2$, and $n+3$, where $n < 10$, are tabulated below. What is the value of $n$?
Atomic number | Ionization Enthalpy (kJ/mol)
---|---|---|---
| $I_1$ | $I_2$ | $I_3$
n | 1681 | 3374 | 6050
n+1 | 2081 | 3952 | 6122
n+2 | 496 | 4562 | 6910
n+3 | 738 | 1451 | 7733",The 1st 2nd and the 3rd ionization enthalpies I_1 I_2 and I_3 of four atoms with atomic numbers n n n and n where n are tabulated below What is the value of n Atomic number Ionization Enthalpy kJ mol I_1 I_2 I_3 n n n n,chemistry
2020_2_English_Q20,"Consider the following compounds in the liquid form:
O$_2$, HF, H$_2$O, NH$_3$, H$_2$O$_2$, CCl$_4$, CHCl$_3$, C$_6$H$_6$, C$_6$H$_5$Cl.
When a charged comb is brought near their flowing stream, how many of them show deflection as per the following figure?",Consider the following compounds in the liquid form O _2 HF H _2 O NH _3 H _2 O _2 CCl _4 CHCl _3 C _6 H _6 C _6 H _5 Cl When a charged comb is brought near their flowing stream how many of them show deflection as per the following figure,physics
2020_2_English_Q21,"In the chemical reaction between stoichiometric quantities of KMnO$_4$ and KI in weakly basic solution, what is the number of moles of I$_2$ released for 4 moles of KMnO$_4$ consumed?",In the chemical reaction between stoichiometric quantities of KMnO _4 and KI in weakly basic solution what is the number of moles of I _2 released for moles of KMnO _4 consumed,chemistry
2020_2_English_Q22,"An acidified solution of potassium chromate was layered with an equal volume of amyl alcohol. When it was shaken after the addition of 1 mL of 3% H$_2$O$_2$, a blue alcohol layer was obtained. The blue color is due to the formation of a chromium (VI) compound ‘X’. What is the number of oxygen atoms bonded to chromium through only single bonds in a molecule of X?",An acidified solution of potassium chromate was layered with an equal volume of amyl alcohol When it was shaken after the addition of mL of H _2 O _2 a blue alcohol layer was obtained The blue color is due to the formation of a chromium VI compound X What is the number of oxygen atoms bonded to chromium through only single bonds in a molecule of X,chemistry
2020_2_English_Q23,"The structure of a peptide is given below.
If the absolute values of the net charge of the peptide at pH = 2, pH = 6, and pH = 11 are $|z_1|, |z_2|$, and $|z_3|$, respectively, then what is $|z_1| + |z_2| + |z_3|$?",The structure of a peptide is given below If the absolute values of the net charge of the peptide at pH pH and pH are z_1 z_2 and z_3 respectively then what is z_1 z_2 z_3,chemistry
2020_2_English_Q24,An organic compound (C$_8$H$_{10}$O$_2$) rotates plane-polarized light. It produces pink color with neutral FeCl$_3$ solution. What is the total number of all the possible isomers for this compound?,An organic compound C _8 H _ O _2 rotates plane polarized light It produces pink color with neutral FeCl _3 solution What is the total number of all the possible isomers for this compound,chemistry
2020_2_English_Q25,"In an experiment, $m$ grams of a compound X (gas/liquid/solid) taken in a container is loaded in a balance as shown in figure I below. In the presence of a magnetic field, the pan with X is either deflected upwards (figure II), or deflected downwards (figure III), depending on the compound X. Identify the correct statement(s).
(A) If X is H$_2$O($l$), deflection of the pan is upwards.
(B) If X is K$_4$[Fe(CN)$_6$]($s$), deflection of the pan is upwards.
(C) If X is O$_2$($g$), deflection of the pan is downwards.
(D) If X is C$_6$H$_6$($l$), deflection of the pan is downwards.",In an experiment m grams of a compound X gas liquid solid taken in a container is loaded in a balance as shown in figure I below In the presence of a magnetic field the pan with X is either deflected upwards figure II or deflected downwards figure III depending on the compound X Identify the correct statement s If X is H _2 O l deflection of the pan is upwards If X is K _4 Fe CN _6 s deflection of the pan is upwards If X is O _2 g deflection of the pan is downwards If X is C _6 H _6 l deflection of the pan is downwards,physics
2020_2_English_Q26,"Which of the following plots is(are) correct for the given reaction?
([P]$_0$ is the initial concentration of P)
(A) a plot showing $t_{1/2}$ decreasing with increasing $[P]_0$.
(B) a plot showing Initial rate increasing linearly with $[P]_0$.
(C) a plot showing $[Q]/[P]_0$ increasing with time.
(D) a plot showing $\ln([P]/[P]_0)$ decreasing linearly with time.",Which of the following plots is are correct for the given reaction P _0 is the initial concentration of P a plot showing t_ decreasing with increasing P _0 a plot showing Initial rate increasing linearly with P _0 a plot showing Q P _0 increasing with time a plot showing ln P P _0 decreasing linearly with time,chemistry
